iter	Passed	Remaining
1662	76866	15576
1663	76918	15531
1664	76972	15486
1665	77028	15442
1666	77080	15397
1667	77134	15352
1668	77192	15309
1669	77247	15264
1670	77301	15219
1671	77357	15175
1672	77412	15130
1673	77466	15086
1674	77518	15040
1675	77570	14995
1676	77625	14951
1677	77678	14906
1678	77730	14860
1679	77783	14815
1680	77839	14771
1681	77884	14724
1682	77929	14678
1683	77972	14631
1684	78015	14584
1685	78063	14538
1686	78111	14492
1687	78164	14447
1688	78210	14401
1689	78262	14355
1690	78313	14310
1691	78357	14263
1692	78400	14216
1693	78444	14170
1694	78491	14123
1695	78535	14077
1696	78579	14030
1697	78624	13983
1698	78673	13938
1699	78703	13888
1700	78756	13843
1701	78810	13798
1702	78866	13754
1703	78921	13709
1704	78975	13664
1705	79028	13619
1706	79080	13573
1707	79134	13528
1708	79191	13484
1709	79247	13439
1710	79300	13394
1711	79353	13349
1712	79413	13305
1713	79473	13261
1714	79517	13214
1715	79560	13167
1716	79604	13120
1717	79651	13074
1718	79681	13025
1719	79724	12978
1720	79768	12931
1721	79812	12884
1722	79857	12838
1723	79903	12792
1724	79950	12745
1725	79983	12697
1726	80011	12648
1727	80057	12601
1728	80088	12552
1729	80138	12507
1730	80187	12461
1731	80219	12412
1732	80249	12363
1733	80294	12317
1734	80341	12271
1735	80384	12224
1736	80429	12177
1737	80472	12131
1738	80498	12081
1739	80532	12033
1740	80562	11984
1741	80607	11938
1742	80651	11891
1743	80696	11845
1744	80735	11797
1745	80782	11751
1746	80826	11705
1747	80870	11658
1748	80917	11612
1749	80961	11565
1750	81009	11519
1751	81053	11473
1752	81098	11426
1753	81151	11381
1754	81195	11335
1755	81223	11286
1756	81247	11236
1757	81291	11190
1758	81335	11143
1759	81378	11097
1760	81423	11050
1761	81470	11004
1762	81514	10958
1763	81542	10909
1764	81570	10860
1765	81614	10814
1766	81658	10767
1767	81705	10721
1768	81750	10675
1769	81794	10628
1770	81839	10582
1771	81882	10535
1772	81929	10489
1773	81974	10443
1774	82020	10396
1775	82063	10350
1776	82108	10303
1777	82161	10258
1778	82205	10212
1779	82248	10165
1780	82293	10119
1781	82338	10072
1782	82381	10026
1783	82428	9980
1784	82474	9933
1785	82518	9887
1786	82561	9840
1787	82606	9794
1788	82650	9748
1789	82696	9701
1790	82740	9655
1791	82785	9609
1792	82830	9562
1793	82875	9516
1794	82921	9470
1795	82968	9424
1796	83011	9377
1797	83057	9331
1798	83104	9285
1799	83153	9239
1800	83197	9192
1801	83241	9146
1802	83289	9100
1803	83336	9054
1804	83382	9008
1805	83428	8961
1806	83472	8915
1807	83517	8869
1808	83560	8822
1809	83606	8776
1810	83651	8730
1811	83693	8683
1812	83737	8637
1813	83782	8590
1814	83829	8544
1815	83874	8498
1816	83918	8451
1817	83966	8405
1818	84012	8359
1819	84059	8313
1820	84106	8267
1821	84154	8221
1822	84198	8175
1823	84244	8128
1824	84288	8082
1825	84332	8036
1826	84376	7989
1827	84425	7943
1828	84472	7897
1829	84516	7851
1830	84559	7804
1831	84602	7758
1832	84646	7711
1833	84690	7665
1834	84736	7619
1835	84780	7573
1836	84825	7526
1837	84868	7480
1838	84913	7434
1839	84961	7387
1840	85008	7341
1841	85056	7295
1842	85110	7250
1843	85161	7204
1844	85208	7158
1845	85253	7112
1846	85297	7065
1847	85342	7019
1848	85389	6973
1849	85435	6927
1850	85479	6880
1851	85524	6834
1852	85568	6788
1853	85617	6742
1854	85661	6695
1855	85705	6649
1856	85750	6603
1857	85794	6556
1858	85840	6510
1859	85889	6464
1860	85933	6418
1861	85977	6372
1862	86025	6326
1863	86078	6280
1864	86130	6234
1865	86175	6188
1866	86218	6141
1867	86264	6095
1868	86308	6049
1869	86350	6003
1870	86395	5956
1871	86439	5910
1872	86487	5864
1873	86532	5818
1874	86577	5771
1875	86623	5725
1876	86666	5679
1877	86709	5632
1878	86753	5586
1879	86799	5540
1880	86842	5494
1881	86887	5447
1882	86935	5401
1883	86979	5355
1884	87024	5309
1885	87074	5263
1886	87126	5217
1887	87173	5171
1888	87218	5125
1889	87265	5078
1890	87310	5032
1891	87354	4986
1892	87404	4940
1893	87451	4894
1894	87497	4848
1895	87542	4801
1896	87588	4755
1897	87632	4709
1898	87680	4663
1899	87724	4617
1900	87750	4569
1901	87794	4523
1902	87838	4477
1903	87883	4431
1904	87929	4384
1905	87974	4338
1906	88020	4292
1907	88064	4246
1908	88118	4200
1909	88164	4154
1910	88209	4108
1911	88253	4061
1912	88300	4015
1913	88345	3969
1914	88391	3923
1915	88431	3876
1916	88477	3830
1917	88521	3784
1918	88552	3737
1919	88598	3691
1920	88644	3645
1921	88688	3599
1922	88732	3552
1923	88776	3506
1924	88823	3460
1925	88868	3414
1926	88912	3368
1927	88943	3321
1928	88987	3275
1929	89033	3229
1930	89076	3182
1931	89130	3137
1932	89175	3090
1933	89220	3044
1934	89272	2998
1935	89315	2952
1936	89358	2906
1937	89404	2860
1938	89447	2813
1939	89493	2767
1940	89537	2721
1941	89570	2675
1942	89615	2628
1943	89659	2582
1944	89706	2536
1945	89750	2490
1946	89794	2444
1947	89837	2398
1948	89880	2351
1949	89926	2305
1950	89972	2259
1951	90018	2213
1952	90061	2167
1953	90113	2121
1954	90164	2075
1955	90209	2029
1956	90253	1983
1957	90296	1936
1958	90340	1890
1959	90388	1844
1960	90431	1798
1961	90475	1752
1962	90519	1706
1963	90562	1660
1964	90609	1613
1965	90654	1567
1966	90697	1521
1967	90741	1475
1968	90787	1429
1969	90832	1383
1970	90875	1337
1971	90919	1290
1972	90963	1244
1973	91007	1198
1974	91051	1152
1975	91100	1106
1976	91149	1060
1977	91198	1014
1978	91246	968
1979	91293	922
1980	91336	876
1981	91383	829
1982	91427	783
1983	91470	737
1984	91515	691
1985	91561	645
1986	91605	599
1987	91650	553
1988	91694	507
1989	91737	460
1990	91778	414
1991	91820	368
1992	91865	322
1993	91909	276
1994	91935	230
1995	91959	184
1996	91989	138
1997	92013	92
1998	92034	46
1999	92057	0
