iter	Logloss
0	0.649360070611	0.609197188822	0.572301909833	0.538463289144	0.507450279
5	0.4790488098
6	0.453049394977	0.4292780398	8	0.40751300799	0.387589356
10	0.3693629401
11	0.3526798804
12	0.337414777
13	0.3234346819
14	0.3106357696
15	0.2989102367
16	0.2881599609
17	0.2783037175
18	0.2692618944
19	0.2609642843
20	0.2533450593221	0.2463448219222	0.2399106802223	0.2339931335224	0.2285478432225	0.2235343574226	0.2189190173227	0.2146811673228	0.2107537815229	0.2071316892330	0.2037888822331	0.2007067087332	0.1978501999333	0.195209756
34	0.1927687211
35	0.1905079325
36	0.1884138672
37	0.1864745188
38	0.184677447
39	0.1830104283
40	0.1814649912
41	0.180030137
42	0.1786977383
43	0.1711486481
44	0.1644309386
45	0.1584472526
46	0.1530928091
47	0.1482844826
48	0.1439503896
49	0.1401019113
50	0.1365251891
51	0.1333199246
52	0.13039508
53	0.1277282293
54	0.1224630173
55	0.118246514
56	0.1140323228
57	0.1103571829
58	0.1068332905
59	0.1036581776
60	0.1009646545
61	0.09823859034
62	0.0957302507
63	0.09371196547
64	0.09150418045
65	0.08958140989
66	0.08757620927
67	0.0857988932
68	0.08414998206
69	0.08288147008
70	0.08154131694
71	0.08029358529
72	0.07901285516
73	0.07791665949
74	0.07682477858
75	0.07589237327
76	0.07487782451
77	0.07366742414
78	0.07293798406
79	0.0720551697
80	0.07051193991
81	0.06915041043
82	0.06786302609
83	0.06657697955
84	0.06552133427
85	0.06448903779
86	0.06352389854
87	0.06258007298
88	0.0617259191
89	0.06081514931
90	0.0600660879
91	0.05924339291
92	0.05846129742
93	0.05782254949
94	0.05718857887
95	0.05654063926
96	0.05587541329
97	0.05527580628
98	0.05468685627
99	0.0542293786
100	0.05368891604
101	0.05315116604
102	0.05266877415
103	0.05222591125
104	0.0517733325
105	0.05140201009
106	0.0510289443
107	0.05066628383
108	0.05035840672
109	0.05003573759
110	0.04969635216
111	0.04937105634
112	0.04905938087
113	0.0487736383
114	0.04855914213
115	0.04823648769
116	0.04801108985
117	0.04778201976
118	0.04754556231
119	0.04732876587
120	0.04712625891
121	0.04686685069
122	0.04666732364
123	0.04647845486
124	0.04630803846
125	0.04605786761
126	0.04592440774
127	0.04576015646
128	0.04556825728
129	0.0453475906
130	0.04519973139
131	0.04506822493
132	0.04489623758
133	0.04473367827
134	0.04456257682
135	0.04446462078
136	0.04430403183
137	0.04419053664
138	0.04402479653
139	0.04389170741
140	0.04375218737
141	0.04361638235
142	0.04341688362
143	0.04329214482
144	0.04320152201
145	0.04307393872
146	0.0429461527
147	0.04284082437
148	0.04271808532
149	0.04264083983
150	0.04256290106
151	0.04246504306
152	0.0423654613
153	0.04228779017
154	0.04218395077
155	0.04209929404
156	0.04201554172
157	0.04191274902
158	0.041823257
159	0.04181983262
160	0.04175857645
161	0.04162355668
162	0.04151061058
163	0.04142719355
164	0.04133799849
165	0.04125343927
166	0.04116789336
167	0.04112320403
168	0.04104273899
169	0.04099800557
170	0.04093742737
171	0.04089171296
172	0.04084558098
173	0.04075044776
174	0.04065807909
175	0.04059580448
176	0.04052718929
177	0.04043887806
178	0.04036345573
179	0.04031205996
180	0.04026089893
181	0.04021616081
182	0.04014337749
183	0.04009650036
184	0.04003668563
185	0.03996693401
186	0.03992051311
187	0.03985664294
188	0.03980368512
189	0.03973230616
190	0.03970551315
191	0.03964843509
192	0.03960150894
193	0.03955293016
194	0.03948815987
195	0.03944313719
196	0.03940119278
197	0.03936057915
198	0.03931883573
199	0.03928175717
200	0.03923686186
201	0.03918269148
202	0.03914389183
203	0.03910641589
204	0.03908426338
205	0.03906394355
206	0.03904210442
207	0.03899561366
208	0.03895468055
209	0.03891967828
210	0.03889035482
211	0.03887757394
212	0.03883907936
213	0.03880336329
214	0.03877005041
215	0.0387556179
216	0.03872128845
217	0.03867264652
218	0.03864229995
219	0.03859719938
220	0.03856271642
221	0.03852898453
222	0.03850639214
223	0.03846693749
224	0.038443987622225	0.038424942722226	0.038403155722227	0.038394387222228	0.038368434522229	0.038335485423230	0.038324733223231	0.038318791123232	0.038261083523233	0.038205578323234	0.038163657235235	0.038127686236236	0.038114664237237	0.038090903238238	0.03805430423239	0.038028639724240	0.037989383924241	0.037964349424242	0.037958341224243	0.037930869824244	0.037901636724245	0.037895190424246	0.037873710424247	0.037828580224248	0.037810085224249	0.037786219225250	0.03777096512251	0.037741061422252	0.037721615825253	0.03769795692254	0.037697259852255	0.037673298142256	0.037644083242257	0.037624297242258	0.037614281362259	0.037606004492260	0.037557926162261	0.037545850022262	0.037518666672263	0.037516585972264	0.037492122472265	0.037481913692266	0.0374810171
267	0.03747934933
268	0.03747056413
269	0.03746724875
270	0.03744659413
271	0.03743558979
