iter	Logloss
0	0.4487779832
1	0.3264281899
2	0.2237004162
3	0.1809483208
4	0.1520945123
5	0.1319331455
6	0.1162549548
7	0.1069290136
8	0.1008289365
9	0.09614460727
10	0.09240250372
11	0.08852371415
12	0.08529057435
13	0.08336411828
14	0.08045681346
15	0.0780348077
16	0.07593873609
17	0.07421702304
18	0.07277124815
19	0.07154080073
20	0.0700170333
21	0.06895672089
22	0.06780738731
23	0.06685046542
24	0.06587478455
25	0.06523196551
26	0.06427925824
27	0.06343963697
28	0.06263258494
29	0.06165555124
30	0.06098570102
31	0.06014238049
32	0.05946104475
33	0.05879304433
34	0.05796181919
35	0.05718716629
36	0.05660131506
37	0.05596152493
38	0.05535717305
39	0.05482873839
40	0.05425194467
41	0.05369415441
42	0.05310059541
43	0.05241644932
44	0.05175241703
45	0.05038294654
46	0.0499088648
47	0.04941227312
48	0.04898076509
49	0.04860139006
50	0.04815308663
51	0.04770754499
52	0.04728678397
53	0.04690399935
54	0.04630421951
55	0.04591051708
56	0.04549734209
57	0.04508939259
58	0.04390115325
59	0.0431475926
60	0.04284523527
61	0.04252863645
62	0.04223774488
63	0.04195345167
64	0.04151183308
65	0.04114610652
66	0.04087168943
67	0.04053978449
68	0.0402271784
69	0.03987326567
70	0.03961562145
71	0.0392593066
72	0.03903994702
73	0.03878619757
74	0.03854768196
75	0.03821666477
76	0.03787697271
77	0.03762749251
78	0.0371307473
79	0.03691678616
80	0.03670628276
81	0.03649845287
82	0.03624517635
83	0.03599218734
84	0.03577194154
85	0.03493791441
86	0.0347883087
87	0.03410505961
88	0.033893028
89	0.03364364684
90	0.03321012055
91	0.03302125247
92	0.03271678181
93	0.03244170896
94	0.03221412091
95	0.0320020504
96	0.03176442327
97	0.03158470997
98	0.03137155879
99	0.03113261744
100	0.03090687676
101	0.03070422232
102	0.03048155441
103	0.03035751464
104	0.03000339776
105	0.02983278934
106	0.02968214907
107	0.0295101689
108	0.02929573933
109	0.02911930459
110	0.02897322631
111	0.02881699688
112	0.02868772099
113	0.02853011016
114	0.02836191104
115	0.02823931928
116	0.02800581494
117	0.02785381708
118	0.0276542522
119	0.02745287684
120	0.02731044544
121	0.02716701703
122	0.02701240426
123	0.02687097554
124	0.02673529883
125	0.02660900757
126	0.02649498512
127	0.02639044748
128	0.02626333592
129	0.02607451903
130	0.02596109958
131	0.02581124142
132	0.02571389797
133	0.02559338416
134	0.02548784328
135	0.02535538332
136	0.02519321587
137	0.02507031031
138	0.02496642641
139	0.02488708453
140	0.02478997809
141	0.02471096726
142	0.02460127297
143	0.02449630552
144	0.02440111705
145	0.02425720574
146	0.02416252209
147	0.0240557485
148	0.02393785525
149	0.02383012759
150	0.02366751671
151	0.02356852261
152	0.02347652922
153	0.02338500659
154	0.0232918266
155	0.02318470698
156	0.02310203347
157	0.02298841083
158	0.02288258607
159	0.02280102039
160	0.02270543716
161	0.0225999125
162	0.02249736614
163	0.02239524489
164	0.02232832264
165	0.0222334482
166	0.02212661537
167	0.02205588246
168	0.02195419017
169	0.02186174811
170	0.02174809374
171	0.02166723256
172	0.02155350716
173	0.02146161134
174	0.02139411248
175	0.02131770747
176	0.02122676772
177	0.02115615836
178	0.02105992551
179	0.02093491545
180	0.0208202446
181	0.02072646132
182	0.02065094479
183	0.0205803094
184	0.02048422215
185	0.02036505418
186	0.02029493695
187	0.02023419173
188	0.02014400991
189	0.02005172212
190	0.01998269366
191	0.01992694396
192	0.01985033037
193	0.01978569432
194	0.01971480346
195	0.01963661062
196	0.01957628317
197	0.01951690107
198	0.01944373684
199	0.019376914
200	0.01930381604
201	0.01920764646
202	0.01913342035
203	0.01904195778
204	0.01898185907
205	0.01891104878
206	0.01884390765
207	0.01879848677
208	0.01872761074
209	0.01867308623
210	0.01860593161
211	0.01853196006
212	0.01845773274
213	0.01839922913
214	0.01827063632
215	0.01822538489
216	0.01815834056
217	0.01810220945
218	0.01802933356
219	0.01797405633
220	0.01792580564
221	0.01785886961
222	0.01780573633
223	0.01774777051
224	0.01769663559
225	0.01763032204
226	0.01756877886
227	0.0175112602
228	0.01746110063
229	0.01741277322
230	0.01735839698
231	0.01730088436
232	0.01724481722
233	0.01717757662
234	0.01711726892
235	0.01707353636
236	0.01701716705
237	0.01696550527
238	0.01689998345
239	0.01684458669
240	0.01678638886
241	0.01673538987
242	0.01669361208
243	0.01664333818
244	0.01658944424
245	0.01653243893
246	0.0164609373
247	0.01640349062
248	0.01635012879
249	0.01630233892
250	0.01623875469
251	0.01621210677
252	0.01616122277
253	0.01612464821
254	0.01606633927
255	0.01603194399
256	0.01597382624
257	0.01593629708
258	0.01589844229
259	0.01585640358
260	0.01577330456
261	0.01572149546
262	0.01567796402
263	0.01563212053
264	0.01558759475
265	0.01552573288
266	0.01547986861
267	0.01542808352
268	0.01537517185
269	0.01533138329
270	0.01528844364
271	0.01524717721
272	0.01519660405
273	0.01515219523
274	0.0151126412
275	0.01505796271
276	0.01501755585
277	0.01498739891
278	0.01494129905
279	0.0149008561
280	0.0148510215
281	0.01480872336
282	0.01477204837
283	0.01471871201
284	0.01468107791
285	0.01462639333
286	0.01458418669
287	0.01454369172
288	0.01450881718
289	0.01446990594
290	0.014416947
291	0.0143830958
292	0.01434748145
293	0.01431579093
294	0.01427619981
295	0.01423709604
296	0.0142042543
297	0.01416878175
